probe set	AA1521m99hpp_av06	AA1521n99hpp_av06	AA1521o99hpp_av06	AA1521p99hpp_av06	AA1521q99hpp_av06	AA1521r99hpp_av06	AA1521s99hpp_av06	AA1521t99hpp_av06
1466_s_at	18.012	16.446	15.95	22.083	17.799	21.173	18.158	15.073
1467_at	56.013	65.348	56.718	63.002	57.874	57.214	64.332	58.629
1468_at	190.981	227.231	220.3	222.446	224.003	211.683	224.762	219.462
1469_at	701.396	696.964	740.652	663.463	770.271	774.431	673.76	696.199
1470_at	394.492	422.913	406.961	436.187	400.012	374.385	402.622	349.489
1471_at	17.003	16.604	26.633	20.364	19.869	13.844	17.22	16.457
1472_g_at	120.029	103.892	103.685	102.582	115.784	112.046	115.088	132.472
1473_s_at	7.734	11.683	10.414	11.548	10.577	9.933	10.256	10.133
1474_s_at	39.864	29.864	35.003	32.643	36.992	33.483	35.82	33.472
1475_s_at	111.302	106.984	101.364	101.681	107.438	111.888	102.002	100.873
1476_s_at	118.638	117.88	115.862	116.239	130.219	123.324	106.007	113.289
1452_at	138.696	140.512	131.244	134.621	123.854	131.884	136.771	141.726
1453_at	129.016	111.145	122.761	113.625	132.707	117.276	114.454	116.757
1454_at	161.31	160.626	161.317	152.005	153.425	165.415	150.49	149.802
1433_g_at	84.74	89.353	81.482	90.513	86.176	76.917	83.918	80.098
1434_at	27.477	26.108	32.115	27.597	28.223	30.073	29.112	31.738
1435_f_at	71.68	62.585	64.091	59.979	71.892	70.018	60.963	68.856
1436_at	150.636	156.172	148.814	184.78	170.069	165.803	193.842	169.666
1437_at	104.688	104.089	103.78	105.736	108.828	108.757	84.696	98.309
1438_at	164.195	157.249	151.519	155.398	144.937	155.768	159.01	147.947
1439_s_at	75.991	71.763	75.24	70.497	75.829	78.593	76.097	71.749
1440_s_at	25.315	23.817	21.495	21.792	23.813	28.462	21.883	23.466
1441_s_at	2.149	6.534	4.838	33.977	3.863	2.975	3.631	5.924
1442_at	291.679	300.911	302.594	295.248	332.43	324.458	286.003	323.311
1443_at	79.042	77.882	77.478	68.66	88.303	85.62	84.442	76.676
1444_at	127.694	143.588	132.079	141.533	136.555	133.099	129.279	134.502
1445_at	93.926	90.688	90.664	86.591	92.705	91.671	83.489	96.287
1446_at	149.269	190.606	176.741	186.42	170.554	172.155	188.764	155.105
1447_at	446.118	515.41	523.514	516.861	515.05	491.565	471.393	487.539
1448_at	99.402	122.901	112.519	122.975	105.079	103.858	109.411	105.894
1449_at	173.029	193.399	184.817	209.127	171.682	172.283	187.939	173.622
1450_g_at	149.122	157.694	150.437	139.616	146.407	138.804	142.664	141.213
1451_s_at	16.274	17.278	15.847	15.828	16.326	15.222	15.5	13.71
1432_s_at	198.559	187.982	209.055	197.661	198.167	194.497	178.476	183.33
1411_at	132.161	120.425	121.741	115.842	128.849	116.81	109.543	123.243
1412_g_at	217.468	220.325	248.926	233.452	231.048	237.624	200.104	222.457
1413_at	35.868	28.364	31.532	29.764	37.984	33.403	38.632	32.664
1414_at	102.078	87.805	97.377	95.975	102.801	92.197	93.593	93.739
1415_at	738.275	722.838	725.956	743.533	765.235	753.382	702.77	695.51
1416_g_at	36.16	37.266	48.037	38.204	41.799	36.202	38.558	41.256
1417_at	21.412	20.097	23.62	21.201	24.251	22.355	20.631	23.335
1418_at	133.831	125.105	151.592	132.432	148.186	137.381	122.094	144.234
1419_g_at	212.379	205.212	186.277	191.581	202.914	194.656	186.573	185.747
1420_s_at	1264.968	1461.402	1341.265	1459.598	1283.616	1225.351	1342.371	1265.193
1421_at	4.112	5.359	4.666	5.646	5.495	7.818	4.836	9.338
1422_g_at	41.665	33.919	33.86	38.426	38.386	38.484	34.927	36.003
1423_at	81.468	80.926	86.706	83.419	80.011	78.979	79.205	85.607
1424_s_at	481.841	473.731	479.481	486.379	481.614	465.348	543.736	484.871
1425_at	49.589	41.222	44.179	41.567	48.682	49.399	35.22	52.112
1426_at	314.339	243.239	288.99	239.483	250.292	272.763	284.613	308.627
1427_g_at	67.3	66.425	59.011	61.113	59.782	62.733	70.653	59.854
1428_at	50.973	52.725	47.206	47.739	49.669	52.339	49.294	57.412
1429_at	190.051	181.681	189.323	176.448	199.794	179.948	186.555	187.182
1430_at	581.066	590.281	581.17	572.168	593.681	560.602	593.252	572.17
1431_at	55.328	58.268	53.076	57.81	50.396	52.288	49.142	51.24
1408_at	52.728	41.659	48.715	42.518	45.127	47.738	38.489	55.508
1409_at	238.17	252.294	270.459	247.433	264.106	252.053	215.182	230.814
1410_at	75.685	73.694	71.564	69.223	74.41	77.087	65.87	72.638
1388_g_at	52.261	51.601	40.506	42.181	44.689	45.534	41.019	43.774
1389_at	235.222	208.354	219.99	209.213	226.713	219.094	225.027	224.229
1390_s_at	100.133	102.157	103.834	110.17	104.974	108.254	82.704	99.496
1391_s_at	98.199	83.319	83.295	82.495	94.875	83.197	77.067	83.923
1392_at	655.871	668.375	708.032	646.282	639.837	679.196	608.784	660.217
1393_at	44.209	40.982	45.292	38.977	40.368	40.181	42.104	39.182
1394_at	286.211	284.774	274.981	296.258	298.503	291.065	291.22	290.289
1395_at	341.519	357.628	341.452	353.544	355.277	341.924	370.711	344.191
1396_at	143.021	149.315	145.415	145.74	157.036	150.975	135.437	156.36
1397_at	95.734	92.294	104.287	98.647	94.729	89.566	97.511	91.002
1398_g_at	211.799	213.295	205.945	205.543	209.884	208.483	214.439	204.692
1399_at	191.153	236.318	208.845	235.646	209.729	201.667	213.596	204.594
1400_at	243.502	254.363	227.333	229.85	250.547	223.464	223.302	211.976
1401_g_at	107.241	115.648	105.16	121.613	110.937	98.899	110.303	88.923
1402_at	148.961	163.249	161.737	159.038	143.93	156.827	135.079	123.332
1403_s_at	119.9	121.937	122.618	123.147	126.384	124.75	121.435	120.663
1404_r_at	8.342	10.724	15.78	9.028	9.667	12.447	12.19	10.393
1405_i_at	57.726	58.67	53.554	53.227	64.848	67.389	54.283	55.19
1406_at	173.749	174.417	184.653	180.487	211.686	192.174	160.422	176.822
1407_g_at	49.06	49.14	39.914	49.023	53.866	44.709	36.495	40.898
1387_at	89.218	88.469	90.773	74.732	96.537	103.339	81.724	80.435
1365_at	63.378	67.221	60.434	71.194	73.1	60.205	62.892	65.625
1366_i_at	987.509	1259.249	1017.077	1159.63	1061.324	1041.844	989.293	958.107
1367_f_at	1121.944	1418.072	1246.119	1406.465	1343.563	1268.239	1124.932	1233.623
1368_at	147.076	180.142	160.504	188.995	167.387	156.237	151.218	155.652
1369_s_at	134.432	130.986	117.131	113.145	149.218	129.904	133.352	121.909
1370_at	115.902	102.621	120.595	110.868	119.676	114.014	112.073	105.024
1371_s_at	112.359	119.527	112.172	120.434	115.607	112.822	106.642	104.01
1372_at	51.581	40.964	44.929	42.841	55.059	46.711	43.74	45.293
1373_at	46.846	48.415	45.087	44.506	46.164	48.288	54.097	52.364
1374_g_at	484.285	444.983	488.517	445.307	453.042	494.378	413.816	489.877
1375_s_at	125.349	118.671	121.625	121.746	118.465	123.719	109.881	125.51
1376_at	226.936	198.769	197.468	210.591	233.082	231.576	225.812	241.212
1377_at	49.415	52.928	50.69	51.733	55.569	55.216	51.753	57.69
1378_g_at	127.552	118.495	131.362	122.073	126.347	130.526	119.245	124.533
1379_at	131.481	134.229	139.471	128.569	126.738	132.065	110.426	135.414
1380_at	22.217	21.037	23.622	19.932	23.676	21.289	24.087	19.121
1381_at	106.987	119.077	118.06	115.917	108.541	112.466	117.966	108.308
1382_at	42.038	53.078	48.042	48.69	42.362	46.305	43.821	43.297
1383_at	133.724	127.392	133.226	126.578	132.344	134.113	135.723	138.317
1384_at	69.232	75.35	72.185	71.243	75.733	70.94	52.896	68.069
1385_at	157.25	148.747	144.441	148.318	144.754	143.009	127.756	143.996
1386_at	48.849	40.738	44.709	39.472	43.587	40.531	41.604	49.106
1362_s_at	51.042	43.935	45.392	46.376	43.888	47.544	48.368	47.396
1363_at	143.129	153.938	164.269	174.001	151.205	162.941	158.254	163.536
1364_at	17.364	16.304	11.64	18.128	11.221	15.87	16.123	19.626
1343_s_at	11.069	11.719	11.812	9.026	11.217	10.227	11.259	11.459
1344_at	121.788	119.587	127.62	123.182	126.732	125.882	115.699	122.095
1345_s_at	102.804	102.991	99.974	101.216	93.203	98.342	89.614	88.743
1346_at	471.874	486.254	481.506	481.4	456.964	489.935	441.846	440.493
1347_at	205.684	215.529	208.218	194.631	223.277	207.384	188.167	208.327
1348_s_at	100.563	103.897	81.173	105.541	95.143	88.427	92.694	91.629
1349_at	31.703	32.191	28.579	29.263	33.4	28.398	28.09	32.403
1350_at	142.772	144.53	145.024	146.699	138.128	119.492	130.817	122.728
1351_at	174.531	168.338	166.935	171.516	174.246	162.024	174.43	156.816
1352_at	153.843	150.436	155.276	141.833	152.045	145.947	125.286	134.25
1353_g_at	70.664	64.831	70.161	72.058	71.5	71.023	68.457	66.031
1354_at	74.912	102.112	85.948	97.182	77.909	93.933	72.778	81.317
1355_g_at	132.726	142.002	135.471	137.663	148.452	132.697	106.485	128.713
1356_at	220.471	243.383	239.813	236.314	222.886	233.133	219.78	220.743
1357_at	52.654	61.01	61.795	52.604	59.042	64.535	56.357	53.785
1358_s_at	160.759	165.85	160.145	163.539	157.466	156.5	160.399	146.615
1359_at	94.344	92.329	96.648	86.628	88.878	93.921	87.543	89.43
1360_at	49.548	44.363	46.403	47.252	53.734	50.312	44.711	49.267
1361_at	127.791	137.308	134.129	142.317	124.188	118.02	137.921	125.092
1342_g_at	18.275	15.36	14.495	18.944	14.93	15.47	19.208	13.65
1321_s_at	191.47	205.933	221.268	213.223	239.16	217.153	229.404	221.933
1322_at	226.503	260.146	256.548	255.249	258.895	219.293	279.008	210.192
1323_at	1319.562	1541.859	1447.597	1494.405	1400.819	1352.13	1391.122	1375.845
1324_at	235.668	215.775	231.159	220.668	227.412	259.758	194.559	260.332
1325_at	63.138	57.051	50.128	57.188	52.686	58.457	54.821	59.112
1326_at	123.09	111.796	116.122	116.791	116.541	128.555	109.406	118.107
1327_s_at	142.489	147.704	129.3	125.607	129.352	123.897	130.716	136.061
1328_at	34.12	30.42	32.177	29.842	30.321	33.279	27.471	39.425
1329_s_at	129.579	121.014	126.364	126.334	129.228	121.777	115.206	117.499
1330_at	169.975	184.933	193.211	171.04	205.935	184.878	177.106	183.573
1331_s_at	98.319	104.209	98.148	91.823	87.462	92.333	92.041	90.441
1332_f_at	201.998	197.952	207.785	202.617	227.296	202.717	186.506	221.749
1333_f_at	198.643	200.64	183.581	174.09	177.846	181.653	187.87	180.244
1334_s_at	377.094	362.449	378.628	372.526	406.003	372.183	341.995	394.923
1335_at	122.081	118.238	128.169	139.062	125.434	128.447	123.818	115.765
1336_s_at	62.765	63.252	61.001	69.635	64.105	65.466	55.927	64.531
1337_s_at	226.519	184.859	240.387	175.114	163.784	188.92	163.96	177.453
1338_s_at	37.558	34.207	38.969	34.79	38.308	37.861	39.876	32.385
1339_s_at	123.187	110.386	140.141	126.617	168.202	145.709	147.191	151.182
1340_s_at	74.029	74.325	75.853	71.341	73.498	72.702	69.686	64.316
1341_at	63.921	60.116	61.862	61.444	67.755	54.441	63.641	52.82
1316_at	80.695	74.15	82.882	83.761	81.755	71.334	84.619	77.323
1317_at	160.669	167.261	159.201	163.713	156.139	151.332	141.611	153.768
1318_at	59.785	56.267	55.966	52.005	66.239	59.549	63.695	59.036
1319_at	81.653	80.587	89.463	79.505	113.052	90.274	68.775	98.826
1320_at	76.284	74.343	66.782	70.748	84.459	80.432	81.667	82.423
1298_at	33.996	31.462	34.999	37.115	38.479	36.359	29.307	37.241
1299_at	17.416	22.258	17.353	17.069	20.741	20.089	17.945	16.315
1300_at	11.27	9.839	7.38	5.379	8.325	10.588	11.219	10.842
1301_s_at	210.335	195.76	205.285	217.786	193.646	199.473	197.836	177.249
1302_s_at	135.031	139.39	143.686	132.91	152.072	133.892	136.102	127.253
1303_at	49.703	51.821	44.376	46.306	45.579	42.593	39.827	39.503
1304_at	39.08	37.621	36.067	39.009	38.441	40.931	29.835	33.594
1305_s_at	137.923	143.8	155.225	152.05	148.493	145.058	129.734	142.449
1306_at	212.69	243.416	263.712	264.569	234.308	207.287	241.25	208.157
1307_at	26.477	31.926	33.661	34.792	28.913	30.259	30.444	34.798
1308_g_at	99	115.973	117.84	119.601	101.226	111.065	101.167	94.623
1309_at	227.484	268.13	224.567	266.351	268.629	230.862	226.041	216.482
1310_at	183.366	208.666	204.134	213.237	196.672	185.467	201.95	189.913
1311_at	187.744	222.671	207.213	226.311	217.618	207.665	202.665	202.873
1312_at	226.54	276.278	262.052	275.956	262.316	250.757	275.726	245.798
1313_at	132.656	159.266	138.659	145.514	139.308	132.548	142.319	139.977
1314_at	157.489	161.231	163.133	153.886	138.066	153.988	142.148	154.516
1315_at	1500.209	1684.036	1695.529	1725.568	1687.552	1610.633	1735.766	1621.013
1296_at	200.67	209.937	190.428	203.987	228.768	199.012	183.66	210.677
1297_at	62.96	72.271	77.621	73.673	73.681	68.101	58.816	65.338
1276_g_at	209	224.935	190.306	218.317	213.882	193.698	215.209	214.494
1277_at	117.064	104.91	114.805	110.758	111.708	103.771	106.814	109.131
1278_at	70.692	63.601	73.147	66.32	69.497	69.989	67.99	70.451
1279_s_at	68.824	67.161	70.485	75.498	61.522	74.285	71.369	67.09
1280_i_at	164.909	156.64	163.999	157.065	151.071	158.41	156.174	145.131
1281_f_at	81.611	75.771	73.097	74.319	88.333	82.007	79.67	81.502
1282_s_at	51.271	41.898	41.541	41.677	41.458	46.592	44.023	39.73
1283_at	42.199	39.575	40.559	41.676	37.734	39.816	45.38	50.074
1284_at	112.481	118.509	115.195	113.056	132.549	108.225	103.351	109.888
1285_at	51.692	41.928	46.224	45.84	48.541	44.648	45.932	41.059
1286_s_at	23.791	26.06	19.653	25.892	28.191	23.351	20.897	20.823
1287_at	169.157	190.452	174.181	179.513	190.804	179.324	162.857	172.378
1288_s_at	5584.576	5770.67	5647.305	5731.923	5633.809	5464.007	5588.684	5395.302
1289_at	319.98	327.375	363.845	334.06	376.733	359.326	293.858	339.807
1290_g_at	225.986	225.988	202.774	218.517	251.138	227.227	226.709	207.566
1291_s_at	530.357	534.352	609.958	508.648	578.37	588.259	513.42	548.11
1292_at	201.323	193.178	218.466	198.472	213.481	197.895	182.99	190.582
1293_s_at	74.861	64.316	72.624	59.808	72.247	71.31	57.602	70.73
1294_at	139.682	134.625	138.86	141.764	143.402	120.999	142.225	127.251
1295_at	166.333	190.904	185.465	181.8	178	182.662	185.226	177.334
1271_g_at	329.791	337.799	297.599	328.646	353.025	346.68	321.761	330.715
1272_at	45.744	41.368	39.614	44.812	40.401	40.172	35.732	43.079
1273_r_at	458.259	494.782	529.859	494.198	500.349	490.724	490.288	456.459
1274_s_at	120.256	134.363	120.281	139.35	125.602	129.907	124.169	121.615
1275_at	48.838	47.057	45.272	48.345	49.089	47.706	40.115	46.177
1253_at	121.519	117.933	111.942	120.127	123.534	120.724	117.734	113.437
1254_at	201.221	205.65	201.573	204.769	209.999	202.098	182.388	193.716
1255_g_at	59.577	54.667	48.863	52.365	64.537	51.848	58.644	56.484
1256_at	94.522	100.495	85.836	95.788	104.656	87.46	87.992	85.16
1257_s_at	277.305	273.546	268.66	268.788	254.581	250.003	247.727	241.597
1258_s_at	41.439	44.674	43.993	42.546	49.483	43.734	46.222	45.599
1259_at	59.579	54.339	61.371	58.466	64.615	60.95	59.525	56.227
1260_s_at	381.684	469.353	452.603	455.036	450.34	422.316	475.913	401.606
1261_i_at	1325.071	1589.379	1682.572	1862.411	1672.439	1533.879	1732.969	1603.958
1262_s_at	91.212	86.625	78.762	93.8	91.579	78.453	98.752	76.579
1263_at	185.45	199.358	180.858	194.857	217.333	207.194	187.954	190.702
1264_at	23.685	31.349	39.462	39.643	34.206	40.491	41.402	34.995
1265_g_at	15.953	15.217	14.573	12.21	12.16	18.35	14.404	13.282
1266_s_at	89.502	82.161	98.335	82.955	85.082	90.451	97.229	83.863
1267_at	213.156	229.555	228.226	221.471	230.765	237.952	180.076	210.954
1268_at	300.879	321.015	303.346	311.546	327.664	307.995	324.028	328.047
1269_at	31.143	35.015	31.598	34.736	27.507	32.376	25.266	28.964
1270_at	492.411	526.077	514.692	508.373	506.367	514.896	492.724	496.735
1251_g_at	413.783	418.469	403.513	413.203	383.365	394.811	400.378	407.525
1252_at	357.566	403.909	383.359	396.493	369.744	348.233	382.002	372.544
1231_at	86.738	87.505	89.319	85.403	82.167	90.305	91.358	92.622
1232_s_at	87.999	78.18	70.958	69.681	79.885	79.603	74.838	85.328
1233_s_at	982.503	920.224	1049.69	945.926	985.374	1057.474	886.32	992.266
1234_at	52.101	53.756	54.233	53.132	57.878	54.004	49.846	55.794
1235_at	294.795	319.951	320.766	338.444	328.046	300.135	321.005	311.66
1236_s_at	105.761	100.428	109.433	99.063	111.079	98.33	93.449	104.942
1237_at	603.844	642.812	588.348	641.937	614.754	572.593	693.161	591.988
1238_at	233.481	259.139	255.959	248.412	254.806	255.923	225.888	255.891
1239_s_at	34.586	36.759	35.853	36.941	34.517	34.695	39.767	30.693
1240_at	84.213	80.664	76.821	68.695	76.54	76.257	83.993	71.482
1241_at	144.853	171.107	169.366	174.076	148.101	162.671	160.874	151.205
1242_at	362.918	373.15	382.942	379.683	356.237	378.957	396.888	368.279
1243_at	187.326	212.134	220.69	207.988	213.106	181.851	200.101	174.416
1244_at	252.401	240.577	233.94	240.287	264.497	254.318	238.231	249.254
1245_i_at	9.682	12.434	10.303	15.673	9.522	13.189	13.937	12.196
1246_at	272.96	249.338	262.788	264.087	262.304	260.009	251.984	251.662
1247_g_at	51.189	58.337	52.252	57.157	55.028	52.387	48.329	52.118
1248_at	256.047	267.281	253.948	282.678	257.346	242.763	271.447	272.145
1249_at	35.611	37.583	34.862	36.057	37.685	34.241	34.991	35.369
1250_at	35.394	40.494	34.735	32.969	35.309	34.967	35.663	34.274
1226_at	18.66	18.097	16.944	17.263	17.225	16.771	13.41	15.197
1227_g_at	75.874	74.49	72.508	71.56	71.914	74.616	61.053	67.483
1228_s_at	191.518	222.106	191.281	226.745	204.481	208.971	209.642	194.089
1229_at	46.206	41.482	42.923	44.312	46.063	48.812	37.23	43.535
1230_g_at	98.89	93.336	91.48	91.512	95.411	106.678	96.459	97.048
1209_at	76.541	75.123	75.797	84.036	75.785	77.54	80.471	70.577
1210_s_at	184.077	178.037	177.729	168.707	173.052	167.346	166.721	155.548
1211_s_at	56.872	69.249	61.616	63.275	61.096	58.974	59.455	61.281
1212_at	128.776	134.479	137.947	140.958	140.907	129.896	138.428	128.818
1213_at	39.901	41.232	34.962	39.251	43.172	47.007	39.334	43.261
1214_s_at	77.101	64.341	61.665	63.067	73.314	70.725	59.537	65.581
1215_at	87.728	83.182	89.085	87.584	86.598	82.6	72.236	74.983
1216_at	37.808	41.907	31.815	30.36	36.521	42.548	41.701	36.021
1217_g_at	71.851	64.454	62.402	58.454	67.102	64.727	63.307	62.245
1218_at	134.95	145.04	136.049	138.516	131.891	137.463	145.217	130.349
1219_at	171.229	137.058	145.496	140.44	158.751	157.437	146.065	212.816
1220_g_at	176.827	158.184	167.221	150.437	146.518	155.977	151.835	151.671
1221_at	134.049	183.489	143.561	156.923	131.816	139.54	150.387	139.362
1222_at	24.339	21.658	17.618	23.663	24.346	21.47	21.729	22.154
1223_at	70.509	69.109	68.283	71.108	68.535	68.98	61.203	64.958
1224_at	127.523	131.041	131.418	142.459	156.198	145.789	150.001	160.231
1225_g_at	143.381	136.192	149.913	146.119	151.917	146.898	143.126	141.019
1206_at	143.496	149.777	169.203	146.495	189.697	170.419	135.632	167.202
1207_at	179.535	185.943	181.481	176.367	169.268	178.898	147.266	178.904
1208_at	242.531	224.788	209.028	230.064	209.542	217.635	228.211	212.445
1187_at	299.971	276.757	308.437	290.106	335.412	317.264	355.066	317.587
1188_g_at	104.962	99.203	105.046	107.6	106.122	102.428	108.167	108.165
1189_at	126.841	127.03	122.469	122.521	113.298	119.381	119.64	122.594
1190_at	61.261	66.092	55.184	44.651	59.569	62.547	57.505	63.204
1191_s_at	91.127	92.986	97.593	100.999	94.296	97.792	102.606	106.208
1192_at	54.394	61.354	48.96	59.934	60.04	53.218	63.69	55.356
1193_at	136.526	132.313	139.56	126.105	150.311	139.034	137.53	132.553
1194_g_at	73.629	56.181	57.107	59.844	71.089	67.063	65.314	61.143
1195_s_at	24.029	26.575	24.58	21.711	25.92	23.283	24.865	20.736
1196_at	147.102	136.853	134.103	131.041	142.76	136.517	141.694	134.876
1197_at	53.365	62.26	57.341	63.54	59.195	53.218	63.866	57.311
1198_at	37	33.555	45.549	36.065	40.005	40.831	33.542	41.777
1199_at	521.877	624.061	574.599	660.042	533.272	546.376	597.165	551.18
1200_at	113.789	120.032	110.443	126.624	122.876	123.396	107.659	115.779
1201_at	49.88	47.726	41.387	39.853	45.97	41.364	38.837	40.632
1202_g_at	138.211	126.262	131.708	126.903	139.333	127.792	117.65	109.909
1203_at	29.239	29.606	30.457	25.741	26.65	29.074	24.688	35.488
1204_at	122.379	138.376	144.737	140.597	135.488	139.581	126.219	134.029
1205_at	29.202	33.51	32.458	29.785	30.032	30.635	32.414	29.698
1182_at	14.047	14.563	13.434	16.673	14.374	14.079	16.809	15.187
1183_at	133.503	150.64	143.042	138.423	131.319	131.941	116.394	119.33
1184_at	277.431	303.967	286.64	312.903	306.482	302.768	290.855	282.978
1185_at	289.053	246.937	253.723	237.617	290.865	268.405	299.325	248.549
1186_at	46.843	49.375	45.851	50.37	45.33	45.899	48.412	47.38
1165_at	37.683	39.158	34.71	37.839	39.268	40.027	33.813	35.906
1166_at	309.362	326.675	313.356	312.629	327.7	316.339	299.651	307.67
1167_s_at	480.896	501.592	516.297	500.245	530.776	535.407	488.309	509.13
1168_at	37.166	36.294	37.041	36.926	37.771	37.206	37.809	41.457
1169_at	121.8	113.385	120.973	112.319	124.134	121.654	111.68	115.991
1170_at	208.96	201.668	197.011	206.762	205.382	197.18	208.012	186.467
1171_s_at	151.271	141.372	144.185	126.065	128.681	147.994	123.789	150.35
1172_at	141.354	110.755	112.777	108.382	125.654	119.247	120.116	103.927
1173_g_at	596.512	673.261	638.674	671.357	640.429	615.895	707.27	667.819
1174_at	53.269	49.739	56.369	53.375	53.86	50.183	46.611	55.935
1175_s_at	82.16	75.548	71.302	76.653	84.551	86.669	76.128	80.226
1176_at	170.525	137.125	141.614	121.038	153.003	136.475	146.278	155.85
1177_at	59.429	59.729	63.991	58.984	72.606	66.858	56.325	66.31
1178_at	145.243	126.26	115.886	134.026	141.783	134.861	155.928	148.838
1179_at	166.627	201.601	164.16	190.8	170.164	163.803	141.427	155.858
1180_g_at	1246.907	1136.333	1318.115	1165.509	1469.131	1350.299	1292.945	1391.785
1181_at	182.694	166.335	173.768	164.054	167.288	175.554	162.653	167.085
1162_g_at	90.393	101.719	122.81	95.65	103.027	98.548	102.683	97.736
1163_at	67.21	60.415	66.007	61.678	68.603	58.632	66.414	65.24
1164_at	49.255	41.846	47.1	43.913	42.138	42.203	43.962	39.437
1142_at	105.376	109.759	107.272	100.728	114.606	105.778	102.535	100.841
1143_s_at	37.38	38.156	40	42.329	39.831	44.12	41.184	44.179
1144_at	166.964	171.45	170.953	185.146	173.681	175.222	155.091	172.159
1145_g_at	60.156	54.006	55.731	59.951	52.851	55.478	52.629	56.205
1146_at	109.247	105.528	116.351	115.305	101.709	98.912	105.411	92.702
1147_at	45.48	43.947	43.707	49.048	61.562	47.387	49.391	50.175
1148_s_at	152.132	157.795	183.921	164.538	161.118	173.369	139.213	156.206
1149_at	73.368	71.305	87.3	87.766	77.016	75.701	88.39	74.286
1150_at	116.206	106.158	109.417	101.79	131.928	110.656	106.998	107.778
1151_at	705.116	843.662	771.943	830.101	732.582	748.775	758.082	710.689
1152_i_at	42.659	45.604	41.047	47.235	45.155	42.067	41.647	37.541
1153_f_at	759.782	823.996	901.427	838.658	838.766	878.839	896.137	883.199
1154_at	175.079	184.058	189.845	191.029	199.347	180.558	181.573	183.102
1155_at	264.133	262.28	280.283	268.788	291.623	280.452	232.675	252.857
1156_at	199.567	186.887	175.963	178.605	212.79	201.715	196.434	206.284
1157_s_at	30.231	30.047	30.48	34.847	26.91	28.218	34.575	28.35
1158_s_at	463.273	532.585	444.069	498.677	526.056	504.209	474.941	458.593
1159_at	19.889	18.975	17.26	17.302	19.753	15.745	19.273	19.81
1160_at	125.41	156.031	145.885	149.928	148.023	141.428	162.751	149.356
1161_at	585.825	710.368	668.147	727.64	690.308	677.375	687.291	657.522
1119_at	85.858	84.922	85.86	84.689	84.146	81.61	76.622	75.161
1120_at	123.278	138.336	150.028	149.988	145.887	139.76	160.683	143.201
1121_g_at	96.205	89.479	101.99	96.133	103.135	95.578	88.977	95.074
1122_f_at	769.789	797.015	898.689	813.321	877.853	828.616	886.555	849.096
1123_at	178.15	156.917	157.483	158.967	175.053	176.859	160.047	169.648
1124_at	77.946	75.357	76.907	75.821	83.633	88.506	77.268	74.661
1125_s_at	94.681	98.365	99.486	86.701	99.677	90.941	87.574	91.038
1126_s_at	32.368	38.056	29.622	32.423	26.871	31.672	34.434	29.003
1127_at	372.945	347.352	334.868	375.583	364.399	335.597	399.903	355.964
1128_s_at	220.626	208.841	223.611	215.343	225.897	213.616	203.29	200.346
1129_at	93.99	96.38	94.175	87.55	103.684	97.472	90.21	96.091
1130_at	319.641	290.871	305.008	288.348	305.589	302.13	320.273	294.119
1131_at	379.996	361.056	356.137	389.302	381.784	377.786	402.079	381.709
1132_s_at	520.039	522.583	537.027	524.387	521.314	499.099	488.133	490.649
1133_at	75.168	78.524	77.649	69.687	78.807	82.084	69.667	77.576
1134_at	206.56	207.116	204.154	220.193	200.666	200.166	196.808	194.111
1135_at	49.185	55.898	54.14	56	52.782	55.636	47.31	53.945
1136_at	287.283	245.097	258.954	242.603	301.454	247.352	295.957	254.87
1137_at	122.692	102.725	100.715	111.485	122.983	112.741	115.317	124.22
1138_at	527.591	543.703	563.019	538.963	539.689	502.215	497.096	492.231
1139_at	39.218	37.742	37.927	39.516	35.113	42.427	38.688	34.216
1140_at	79.4	86.754	78.902	92.171	76.207	78.124	87.963	81.709
1141_at	114.33	106.67	110.002	111.517	105.935	105.314	105.817	100.626
1117_at	109.161	105.138	108.989	103.024	110.431	107.035	90.6	104.317
1118_at	56.359	59.196	54.497	61.632	69.448	62.565	62.835	64.376
1097_s_at	161.943	166.711	181.596	181.033	190.341	181.027	162.08	179.765
1098_at	72.355	75.509	77.031	86.086	80.749	78.718	74.018	79.653
1099_s_at	69.666	72.916	67.864	67.717	74.049	66.502	75.219	70.637
1100_at	178.089	197.912	204.887	213.585	201.815	192.746	208.007	195.999
1101_at	40.557	38.631	41.812	37.13	45.445	41.607	43.239	43.842
1102_s_at	58.137	57.463	54.961	57.111	69.781	58.585	61.07	59.657
1103_at	107.285	114.352	129.054	123.503	119.469	124.695	113.399	122.621
1104_s_at	376.809	467.922	438.707	461.523	374.428	369.834	398.236	361.668
1105_s_at	138.549	133.555	148.871	134.069	147.872	149.682	134.658	148.803
1106_s_at	161.97	156.344	168.282	157.524	177.255	165.744	149.645	163.402
1107_s_at	251.202	250.103	268.297	259.021	247.047	251.759	202.001	225.172
1108_s_at	288.836	257.625	273.74	278.722	286.661	257.066	254.483	249.401
1109_s_at	148.865	141.422	149.494	144.415	152.087	149	146.627	151.97
1110_at	195.429	183.174	168.552	196.121	194.94	174.563	157.003	146.001
1111_at	91.291	91.422	97.606	86.553	90.385	94.853	70.424	90.693
1112_g_at	199.734	196.693	227.631	203.438	234.684	226.525	190.728	203.712
1113_at	61.887	54.471	56.056	59.139	60.373	61.574	60.463	58.215
1114_at	422.755	394.887	452.857	385.161	449.92	423.104	360.733	401.774
